2021-09-21 13:50:51.329427,0,0.6473095417022705,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 13:51:01.377607,1,0.5829479694366455,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:06:19.195375,0,1.397780418395996,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:06:38.115174,1,5.106263875961304,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:06:48.667357,1,2.9907491207122803,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:07:05.562780,0,0.5423624515533447,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:08:47.843534,0,0.4041481018066406,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:09:00.569922,0,0.2996680736541748,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:09:10.977374,0,0.3530735969543457,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:09:34.969810,0,13.292032480239868,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:09:47.153058,0,2.553767442703247,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:12:46.336288,0,0.7181096076965332,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:14:28.479559,0,0.6340129375457764,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:14:51.839199,0,10.341988801956177,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:15:06.487635,1,5.516891002655029,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:33:59.591531,0,0.42557454109191895,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:43:24.291658,0,6.5947325229644775,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:43:34.164379,0,2.3719568252563477,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:43:46.644067,1,2.8164174556732178,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:44:01.643864,0,2.292444944381714,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:44:14.723557,0,0.42092180252075195,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:46:36.930435,0,8.740410566329956,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:46:54.162845,0,7.045830488204956,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:47:05.642583,1,4.2612926959991455,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:56:34.231131,0,1.4042563438415527,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:56:43.934181,0,2.5344302654266357,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:57:04.718361,0,2.8901495933532715,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 14:58:01.117464,0,0.6855952739715576,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:10:35.672794,0,0.7562541961669922,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:10:53.288915,0,0.32424068450927734,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:11:08.593745,0,2.0058295726776123,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:11:20.040975,0,1.2694952487945557,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:12:16.360289,0,0.39962172508239746,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:14:42.535666,0,2.247947931289673,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:18:42.101953,0,2.2077696323394775,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:18:52.869938,0,1.4490623474121094,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:19:02.581886,0,1.431952953338623,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:24:23.931315,0,2.2343499660491943,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:38:00.053706,0,1.4465875625610352,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:38:29.494001,0,19.330137729644775,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:43:10.091829,0,1.581902265548706,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:43:33.444084,0,2.540949583053589,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:53:48.983602,1,-1,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:54:45.751422,0,0.490344762802124,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:58:36.213326,0,2.117844581604004,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 15:58:49.661861,0,2.57613205909729,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 16:36:55.365697,0,1.659398078918457,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 16:37:06.205296,0,2.2041800022125244,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 16:41:57.860417,0,1.4005546569824219,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 16:42:13.684297,0,4.075087070465088,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 16:46:18.074393,0,0.8958449363708496,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 16:46:29.506674,0,3.5947725772857666,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:01.882472,0,1.9181029796600342,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:13.738107,0,0.8588206768035889,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:21.131774,0,1.6865558624267578,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:30.514283,0,2.291790008544922,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:36.834057,0,1.4165656566619873,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:45.505668,0,1.4388747215270996,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:51.818065,0,0.8680422306060791,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:46:57.705408,0,0.8206064701080322,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:47:04.954046,0,1.3808221817016602,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:47:16.138336,0,2.307565450668335,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:47:25.961406,0,1.1441287994384766,Anonymous,20,0,250,100,70,70,0,0
2021-09-21 17:47:36.073243,0,0.969261646270752,Anonymous,20,0,250,100,70,70,0,0
